"project_id","grid_type","shrink_distance","shrink_type","nodes_in_shrunk_grids","nodes_in_border_buffer","area_of_shrunk_grids","area_of_border_buffer","nodes_per_area_shrunk_grids","nodes_per_area_border_buffer"
3629,"MOCKUP","10","percentage",432,49,"161731649.7752426","17817941.06625986","2.6710912836191772e-06","2.750037157367561e-06"
3629,"MOCKUP","15","percentage",406,75,"152763479.46147543","26786111.38002342","2.6577032771918952e-06","2.799958491023583e-06"
3629,"ORIGINAL","5","percentage",422,59,"170581727.67799312","8967863.163486153","2.4738874775416085e-06","6.579047753563674e-06"
3629,"ORIGINAL","10","percentage",397,84,"161610615.08972028","17938975.751758993","2.4565218056969844e-06","4.682541587791792e-06"
3629,"ORIGINAL","15","percentage",379,102,"152606883.57276887","26942707.268710405","2.483505272678464e-06","3.7858110910204075e-06"
3630,"MOCKUP","5","percentage",0,0,"2694996742.7650967","139650351.9498248","0","0"
3630,"MOCKUP","10","percentage",0,0,"2553409416.880826","281237677.8340955","0","0"
3630,"MOCKUP","15","percentage",0,0,"2411642753.084248","423004341.6306734","0","0"
3630,"ORIGINAL","5","percentage",0,0,"2693066711.430747","141580383.28702116","0","0"
3630,"ORIGINAL","10","percentage",0,0,"2551435031.833243","283212062.8845253","0","0"
3630,"ORIGINAL","15","percentage",0,0,"2409288384.4690847","425358710.24868345","0","0"
3634,"MOCKUP","5","percentage",1032,43,"272024241.5292502","14100967.545165539","3.7937795330238285e-06","3.049436137078578e-06"
3634,"MOCKUP","10","percentage",966,109,"257730625.60651666","28394583.46787399","3.7480993875939863e-06","3.838760308751282e-06"
3634,"MOCKUP","15","percentage",914,161,"243416941.2626305","42708267.811807305","3.754874230441732e-06","3.769761880988516e-06"
3634,"ORIGINAL","5","percentage",985,90,"271834287.4764529","14290921.598012686","3.62353111943365e-06","6.297704412045443e-06"
3634,"ORIGINAL","10","percentage",926,149,"257538188.07701242","28587020.997453153","3.595583268307749e-06","5.212155544758391e-06"
3634,"ORIGINAL","15","percentage",878,197,"243190108.53948423","42935100.53498134","3.6103442087877858e-06","4.588320454484424e-06"
3635,"MOCKUP","5","percentage",2095,109,"460374937.90165496","23858747.73821038","4.550638680612828e-06","4.5685549466384515e-06"
3635,"MOCKUP","10","percentage",2004,200,"436179873.4367344","48053812.20309895","4.594434823895353e-06","4.162000699438829e-06"
3635,"MOCKUP","15","percentage",1893,311,"411963917.0847656","72269768.5550878","4.595062629260554e-06","4.303320824432134e-06"
3635,"ORIGINAL","5","percentage",2050,154,"460047961.0903268","24185724.549707234","4.456057136176501e-06","6.367392454317196e-06"
3635,"ORIGINAL","10","percentage",1931,273,"435853473.72660303","48380211.91343099","4.430388000558313e-06","5.642802898186802e-06"
3635,"ORIGINAL","15","percentage",1825,379,"411571016.0326126","72662669.6074214","4.434228672349921e-06","5.21588323203158e-06"
3636,"MOCKUP","5","percentage",932,54,"262420121.46899608","13592128.379936367","3.5515569262858993e-06","3.972887725200606e-06"
3636,"MOCKUP","10","percentage",893,93,"248630098.768658","27382151.080274433","3.5916809928588198e-06","3.3963730507277564e-06"
3636,"MOCKUP","15","percentage",845,141,"234827180.81805","41185069.03088245","3.5983909403346592e-06","3.4235708065530192e-06"
3636,"ORIGINAL","5","percentage",905,81,"262226433.329969","13785816.518957019","3.451215762299622e-06","5.875604095601887e-06"
3636,"ORIGINAL","10","percentage",830,156,"248435621.99648353","27576627.852442473","3.340905757918034e-06","5.656964326266709e-06"
3636,"ORIGINAL","15","percentage",776,210,"234594667.7138236","41417582.13510242","3.307833070385998e-06","5.070310461750007e-06"
3637,"MOCKUP","5","percentage",1468,72,"396952782.385193","20549437.63297832","3.6981728435788863e-06","3.5037455178068894e-06"
3637,"MOCKUP","10","percentage",1393,147,"376079262.4816175","41422957.5365538","3.7040064129249587e-06","3.548756746069603e-06"
3637,"MOCKUP","15","percentage",1325,215,"355206926.5324203","62295293.48575103","3.7302200521111326e-06","3.4513040708151977e-06"
3637,"ORIGINAL","5","percentage",1402,138,"396649490.5582571","20852729.459975183","3.5346068339247848e-06","6.617838698999945e-06"
3637,"ORIGINAL","10","percentage",1322,218,"375789205.8540398","41713014.1641925","3.5179296781437564e-06","5.226186703792235e-06"
3637,"ORIGINAL","15","percentage",1250,290,"354853073.8455714","62649146.17266089","3.5225846755493737e-06","4.62895374824041e-06"
3639,"MOCKUP","5","percentage",61,3,"1539151.2739470368","79876.46356274583","3.9632231758201466e-05","3.7557997264655966e-05"
3639,"MOCKUP","10","percentage",56,8,"1458266.085302315","160761.65220739413","3.8401770818382966e-05","4.976311135244755e-05"
3639,"MOCKUP","15","percentage",53,11,"1377431.9183733207","241595.8191364454","3.8477400801478735e-05","4.553058922674303e-05"
3639,"ORIGINAL","5","percentage",62,2,"1538163.082041386","80864.6554684341","4.030781958289896e-05","2.4732684365182383e-05"
3639,"ORIGINAL","10","percentage",58,6,"1457269.1264961825","161758.61101363762","3.9800472641215965e-05","3.709230663147911e-05"
3639,"ORIGINAL","15","percentage",57,7,"1376081.0414097335","242946.69610008667","4.142197900031095e-05","2.8812904692131364e-05"
3648,"MOCKUP","5","percentage",636,32,"16048064.62763067","831846.6038378365","3.96309470803707e-05","3.846863093792015e-05"
3648,"MOCKUP","10","percentage",602,66,"15205302.715708697","1674608.515759835","3.959145117039136e-05","3.941219656944909e-05"
3648,"MOCKUP","15","percentage",557,111,"14361839.637304453","2518071.594163796","3.878333236316112e-05","4.4081351879457186e-05"
3648,"ORIGINAL","5","percentage",636,32,"16036819.844022399","843091.3874539156","3.965873572103911e-05","3.7955553189361884e-05"
3648,"ORIGINAL","10","percentage",604,64,"15193422.972998079","1686488.2584782355","3.975404364595362e-05","3.794867807603295e-05"
3648,"ORIGINAL","15","percentage",572,96,"14346959.517706983","2532951.7137693316","3.986907464916444e-05","3.7900446138841175e-05"
3652,"MOCKUP","5","percentage",522,34,"56265501.48399965","2914318.0163868144","9.277443304196665e-06","1.166653735413315e-05"
3652,"MOCKUP","10","percentage",513,43,"53308868.25149152","5870951.248894587","9.623164340684477e-06","7.3241963997054585e-06"
3652,"MOCKUP","15","percentage",474,82,"50351560.82242988","8828258.677954406","9.413809468024463e-06","9.288354928335676e-06"
3652,"ORIGINAL","5","percentage",487,69,"56223999.80905113","2955819.6913269013","8.66178147506327e-06","2.334377844577695e-05"
3652,"ORIGINAL","10","percentage",450,106,"53267109.14855001","5912710.351828024","8.447989898326396e-06","1.7927480578721085e-05"
3652,"ORIGINAL","15","percentage",421,135,"50299467.29543281","8880352.204945222","8.369869953637198e-06","1.5202099746091404e-05"
3653,"MOCKUP","5","percentage",340,19,"54696161.44801313","2834213.5242092162","6.21615833723832e-06","6.703799779976442e-06"
3653,"MOCKUP","10","percentage",315,44,"51821796.20488517","5708578.767340511","6.078523383377155e-06","7.707697798921417e-06"
3653,"MOCKUP","15","percentage",314,45,"48947371.3641869","8583003.60803812","6.415053377713006e-06","5.242919851257756e-06"
3653,"ORIGINAL","5","percentage",297,62,"54656939.12786967","2873435.8443544656","5.433893751444255e-06","2.1576956423722997e-05"
3653,"ORIGINAL","10","percentage",279,80,"51782462.16439365","5747912.80783049","5.3879245663186005e-06","1.3918095606985285e-05"
3653,"ORIGINAL","15","percentage",268,91,"48897533.66306102","8632841.309163116","5.480849031092481e-06","1.0541141293007472e-05"
3672,"MOCKUP","5","percentage",0,0,"620827580.3888615","32154552.220561743","0","0"
3672,"MOCKUP","10","percentage",0,0,"588185371.0031109","64796761.60627282","0","0"
3672,"MOCKUP","15","percentage",0,0,"555537899.7595868","97444232.84980226","0","0"
3672,"ORIGINAL","5","percentage",0,0,"620368030.6357973","32614101.97359109","0","0"
3672,"ORIGINAL","10","percentage",0,0,"587742112.0889628","65240020.52042556","0","0"
3672,"ORIGINAL","15","percentage",0,0,"554997566.7673104","97984565.84207797","0","0"
3673,"MOCKUP","5","percentage",3401,160,"1081001122.023012","55984184.42225742","3.1461576965205046e-06","2.8579500023293972e-06"
3673,"MOCKUP","10","percentage",3186,375,"1024188394.8475417","112796911.59772766","3.110755810188867e-06","3.3245591097155054e-06"
3673,"MOCKUP","15","percentage",3023,538,"967348778.5192083","169636527.92606103","3.125036250759036e-06","3.1714867462655004e-06"
3673,"ORIGINAL","5","percentage",2907,654,"1080196993.5860028","56788312.85862565","2.691175792250112e-06","1.1516454127245006e-05"
3673,"ORIGINAL","10","percentage",2674,887,"1023388105.5231489","113597200.92147958","2.6128894654614633e-06","7.808290986087855e-06"
3673,"ORIGINAL","15","percentage",2489,1072,"966372662.2462499","170612644.19837856","2.5756109389668932e-06","6.283238883242089e-06"
3675,"MOCKUP","5","percentage",1324,65,"283302109.00298125","14677472.275348663","4.6734562077900635e-06","4.4285554610905185e-06"
3675,"MOCKUP","10","percentage",1260,129,"268407172.2640772","29572409.01423478","4.6943603979417004e-06","4.362174212385112e-06"
3675,"MOCKUP","15","percentage",1182,207,"253528035.08552644","44451546.192763","4.662206290524273e-06","4.656755900061378e-06"
3675,"ORIGINAL","5","percentage",1250,139,"283096582.1086407","14882999.1697582","4.415454226573114e-06","9.339515403753012e-06"
3675,"ORIGINAL","10","percentage",1179,210,"268208190.7671864","29771390.51121247","4.395838906438958e-06","7.053751819919531e-06"
3675,"ORIGINAL","15","percentage",1115,274,"253265665.89515495","44713915.38324392","4.402491731593731e-06","6.127846278983627e-06"
3687,"MOCKUP","5","percentage",927,45,"117970609.7602185","6108635.242450625","7.857889366547961e-06","7.366620892221939e-06"
3687,"MOCKUP","10","percentage",887,85,"111764725.58545278","12314519.41722551","7.93631439037373e-06","6.902421208667086e-06"
3687,"MOCKUP","15","percentage",827,145,"105566290.76118454","18512954.24149002","7.833940115134536e-06","7.832353394739965e-06"
3687,"ORIGINAL","5","percentage",887,85,"117881922.75367402","6197322.249030635","7.524478556847724e-06","1.3715601123258585e-05"
3687,"ORIGINAL","10","percentage",838,134,"111682354.81434742","12396890.188357234","7.503423449416248e-06","1.0809162456391568e-05"
3687,"ORIGINAL","15","percentage",798,174,"105460245.1120004","18618999.890704244","7.5668324035518e-06","9.345292498061163e-06"
3719,"MOCKUP","5","percentage",139,9,"6060342.606196395","313933.779537241","2.293599702727689e-05","2.8668466366590403e-05"
3719,"MOCKUP","10","percentage",136,12,"5741660.073710235","632616.3120234013","2.368652937548729e-05","1.896884378718977e-05"
3719,"MOCKUP","15","percentage",130,18,"5422399.414860704","951876.9708729321","2.397462636996459e-05","1.8910006808435387e-05"
3719,"ORIGINAL","5","percentage",134,14,"6055903.868243075","318372.51749065984","2.21271676227707e-05","4.39736448056033e-05"
3719,"ORIGINAL","10","percentage",123,25,"5737415.988819","636860.3969147345","2.1438222405295478e-05","3.925507084615768e-05"
3719,"ORIGINAL","15","percentage",119,29,"5417770.086034767","956506.2996989675","2.196475636844445e-05","3.031867119863916e-05"
3723,"MOCKUP","5","percentage",1170,74,"247890470.58544645","12832838.331727386","4.719826450919208e-06","5.766456187408317e-06"
3723,"MOCKUP","10","percentage",1090,154,"234856943.36225745","25866365.554915905","4.641123163724049e-06","5.953677553696069e-06"
3723,"MOCKUP","15","percentage",1072,172,"221824897.10540405","38898411.81176931","4.832640582678238e-06","4.421774360154179e-06"
3723,"ORIGINAL","5","percentage",1158,86,"247701120.5680531","13022188.349096239","4.674988943709088e-06","6.604112741616776e-06"
3723,"ORIGINAL","10","percentage",1091,153,"234674214.09757498","26049094.819574356","4.648998204576384e-06","5.873524629540277e-06"
3723,"ORIGINAL","15","percentage",1025,219,"221599942.23213214","39123366.6850172","4.625452469325483e-06","5.597677770504063e-06"
3730,"MOCKUP","5","percentage",2058,110,"15541705.278653648","805602.6417039055","0.00013241790158166486","0.00013654374291442536"
3730,"MOCKUP","10","percentage",1967,201,"14726393.061673222","1620914.8586842548","0.00013356970656441981","0.00012400404556915328"
3730,"MOCKUP","15","percentage",1842,326,"13908293.421742195","2439014.4986152817","0.00013243896602874988","0.0001336605420693818"
3730,"ORIGINAL","5","percentage",2010,158,"15530960.175385432","816347.7449721247","0.00012941891404664026","0.00019354497023250198"
3730,"ORIGINAL","10","percentage",1858,310,"14714337.848108288","1632970.072249269","0.0001262713972711228","0.00018983813927036822"
3730,"ORIGINAL","15","percentage",1729,439,"13895650.340914952","2451657.5794426054","0.0001244274256750012","0.00017906252638258256"
3741,"MOCKUP","5","percentage",672,37,"113291042.27068467","5868509.020997256","5.931625188815899e-06","6.304838225112324e-06"
3741,"MOCKUP","10","percentage",633,76,"107339289.57092233","11820261.7207596","5.897188275889955e-06","6.429637667541937e-06"
3741,"MOCKUP","15","percentage",612,97,"101390924.23352425","17768627.058157682","6.036043212215302e-06","5.459059930883445e-06"
3741,"ORIGINAL","5","percentage",654,55,"113204600.40955189","5954950.882105529","5.777150377581451e-06","9.23601236834271e-06"
3741,"ORIGINAL","10","percentage",597,112,"107243154.23331642","11916397.058340997","5.566788894526328e-06","9.398814041833603e-06"
3741,"ORIGINAL","15","percentage",563,146,"101266219.52555259","17893331.766104832","5.559603218504052e-06","8.159464201997663e-06"
3742,"MOCKUP","5","percentage",374,21,"5132966.88331452","265892.38921993226","7.286234423521086e-05","7.897931964735515e-05"
3742,"MOCKUP","10","percentage",356,39,"4863254.100384733","535605.1721497215","7.320201508118541e-05","7.281483082672333e-05"
3742,"MOCKUP","15","percentage",338,57,"4593318.823829972","805540.4487044858","7.358513810242568e-05","7.075994767447186e-05"
3742,"ORIGINAL","5","percentage",371,24,"5127813.669142316","271045.60339190904","7.235052284223383e-05","8.854598524993607e-05"
3742,"ORIGINAL","10","percentage",354,41,"4859561.28984133","539297.9826928955","7.284608195806056e-05","7.602476055125085e-05"
3742,"ORIGINAL","15","percentage",322,73,"4589089.668077459","809769.6044567665","7.016642151054282e-05","9.014909870440495e-05"
3754,"MOCKUP","5","percentage",81,2,"2152448.0038066115","111498.66325672762","3.763157105618869e-05","1.7937434777984422e-05"
3754,"MOCKUP","10","percentage",77,6,"2039281.257984361","224665.40907897823","3.7758401249716436e-05","2.67063809448778e-05"
3754,"MOCKUP","15","percentage",68,15,"1926073.098137498","337873.56892584125","3.530499442921228e-05","4.439530457409736e-05"
3754,"ORIGINAL","5","percentage",76,7,"2150840.1408034735","113106.52625950146","3.533502958132873e-05","6.188855967461885e-05"
3754,"ORIGINAL","10","percentage",70,13,"2037790.1208220571","226156.54624091787","3.435093697076202e-05","5.7482306906789624e-05"
3754,"ORIGINAL","15","percentage",66,17,"1924262.5274505801","339684.13961239485","3.429885426675235e-05","5.004649324928234e-05"
3757,"MOCKUP","5","percentage",24,1,"673353.7058798912","34780.62145483191","3.564248594821126e-05","2.8751642672591597e-05"
3757,"MOCKUP","10","percentage",24,1,"637951.0390901522","70183.28824457095","3.762044189821977e-05","1.4248406209114251e-05"
3757,"MOCKUP","15","percentage",18,7,"602494.7533617687","105639.57397295453","2.98757788338646e-05","6.626304647718587e-05"
3757,"ORIGINAL","5","percentage",23,2,"672763.2279358783","35371.09939879959","3.4187361979588085e-05","5.654333718753099e-05"
3757,"ORIGINAL","10","percentage",22,3,"637375.6443875511","70758.6829471268","3.4516536980542476e-05","4.239762351486528e-05"
3757,"ORIGINAL","15","percentage",21,4,"601885.4943858793","106248.83294879866","3.489035737840284e-05","3.7647472343791305e-05"
3759,"MOCKUP","5","percentage",10,0,"674072.6650885072","34887.82440155302","1.4835195844482105e-05","0"
3759,"MOCKUP","10","percentage",8,2,"638585.4839672764","70375.00552278128","1.2527688462786841e-05","2.8419180718253367e-05"
3759,"MOCKUP","15","percentage",8,2,"603142.4110044537","105818.07848561008","1.326386580356215e-05","1.8900362099014816e-05"
3759,"ORIGINAL","5","percentage",9,1,"673535.6016859491","35424.887804068276","1.336232261141327e-05","2.8228741486237188e-05"
